,VideoID,Attention,Mediation,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,age,gender
8442,5.0,0.0,0.0,1055448.0,142496.0,47760.0,178947.0,53946.0,165318.0,327395.0,81906.0,24,1
9299,2.0,100.0,43.0,24308.0,15917.0,2728.0,8673.0,8764.0,27316.0,9031.0,11681.0,25,1
3389,6.0,77.0,66.0,14715.0,3780.0,8434.0,2670.0,4293.0,6626.0,2660.0,1450.0,31,1
9905,7.0,37.0,38.0,461195.0,58270.0,14134.0,12023.0,11695.0,68155.0,28421.0,20385.0,25,1
3911,0.0,44.0,48.0,874328.0,121529.0,81515.0,6912.0,25009.0,11889.0,5165.0,1518.0,28,0
5383,1.0,66.0,38.0,91114.0,22271.0,12607.0,8580.0,22148.0,17648.0,12047.0,18201.0,24,1
8907,9.0,0.0,0.0,46451.0,64373.0,3301.0,4547.0,6304.0,4851.0,2678.0,4398.0,24,1
552,4.0,1.0,48.0,213455.0,31596.0,8469.0,3536.0,3456.0,2710.0,6616.0,2143.0,25,1
9631,4.0,75.0,56.0,27484.0,18305.0,17333.0,15636.0,5196.0,33511.0,12261.0,6792.0,25,1
10462,1.0,60.0,43.0,5934.0,56451.0,4303.0,8654.0,3377.0,8847.0,7151.0,6098.0,25,1
3144,4.0,91.0,56.0,14196.0,5947.0,9017.0,3399.0,16093.0,38101.0,11763.0,4108.0,31,1
6917,3.0,10.0,35.0,420269.0,461424.0,74804.0,14113.0,31304.0,14219.0,3308.0,4057.0,24,1
2056,6.0,35.0,64.0,440297.0,88964.0,44989.0,13223.0,13641.0,10481.0,16435.0,4826.0,24,1
1925,5.0,66.0,69.0,1003871.0,150655.0,32572.0,73918.0,45451.0,29870.0,26439.0,10168.0,24,1
634,4.0,54.0,30.0,139786.0,15399.0,5458.0,353.0,4431.0,11388.0,17537.0,2926.0,25,1
6082,7.0,30.0,54.0,1970725.0,247226.0,62594.0,59171.0,8540.0,42668.0,65682.0,28588.0,24,1
8508,6.0,0.0,0.0,881710.0,821991.0,129200.0,41230.0,143291.0,167175.0,55265.0,90601.0,24,1
11878,2.0,56.0,64.0,829864.0,34207.0,4170.0,23776.0,3194.0,19567.0,17997.0,2272.0,24,0
12405,6.0,27.0,67.0,1249994.0,187466.0,329402.0,40198.0,18936.0,43938.0,26116.0,4996.0,24,0
8619,6.0,0.0,0.0,1341975.0,91114.0,7475.0,79492.0,67596.0,222786.0,272883.0,89795.0,24,1
11001,5.0,14.0,43.0,787532.0,254870.0,26584.0,33608.0,23307.0,39876.0,7906.0,5036.0,25,1
105,0.0,67.0,43.0,564242.0,140222.0,31154.0,32135.0,30095.0,167909.0,53741.0,18512.0,25,1
3041,3.0,57.0,60.0,7308.0,5649.0,6387.0,1285.0,2714.0,3175.0,2564.0,1192.0,31,1
10361,0.0,56.0,37.0,844399.0,302432.0,116222.0,22298.0,13164.0,30667.0,45664.0,22076.0,25,1
1709,3.0,11.0,35.0,1740824.0,350558.0,6810.0,109438.0,12301.0,25437.0,23717.0,1542.0,24,1
89,0.0,60.0,43.0,147162.0,17452.0,1902.0,774.0,1710.0,4701.0,1915.0,1787.0,25,1
7014,4.0,40.0,87.0,907411.0,272953.0,316940.0,13098.0,83485.0,48820.0,30269.0,15641.0,24,1
10433,1.0,48.0,54.0,798952.0,34962.0,3290.0,8850.0,2624.0,9396.0,1845.0,3653.0,25,1
3174,4.0,66.0,69.0,6263.0,10800.0,4109.0,10454.0,25396.0,12502.0,6043.0,4052.0,31,1
917,7.0,54.0,51.0,227460.0,44538.0,3796.0,4932.0,8007.0,38389.0,23884.0,20080.0,25,1
7833,0.0,0.0,0.0,634555.0,650685.0,116475.0,101999.0,90213.0,176924.0,75093.0,115855.0,24,1
6732,1.0,51.0,70.0,93390.0,12448.0,26550.0,2763.0,8467.0,4573.0,2429.0,1183.0,24,1
1949,5.0,53.0,53.0,236044.0,67283.0,5514.0,2105.0,11671.0,6475.0,6781.0,6648.0,24,1
6368,9.0,29.0,57.0,1039577.0,13858.0,14299.0,17142.0,5299.0,3925.0,2873.0,2142.0,24,1
1,0.0,40.0,35.0,73787.0,28083.0,1439.0,2240.0,2746.0,3687.0,5293.0,2740.0,25,1
8032,2.0,0.0,0.0,39639.0,27145.0,6974.0,25568.0,12541.0,169745.0,60476.0,35295.0,24,1
6047,6.0,41.0,57.0,24071.0,13022.0,3454.0,14320.0,6542.0,2520.0,2854.0,6433.0,24,1
9127,0.0,21.0,41.0,117842.0,13932.0,3385.0,2070.0,4726.0,4587.0,5021.0,3192.0,25,1
11802,1.0,37.0,47.0,277747.0,71603.0,15342.0,17668.0,4810.0,38815.0,3674.0,914.0,24,0
2720,1.0,44.0,50.0,409100.0,53776.0,17571.0,61174.0,11679.0,12678.0,14891.0,6397.0,31,1
8783,8.0,0.0,0.0,10515.0,49812.0,2992.0,4690.0,13220.0,6063.0,2334.0,3842.0,24,1
12571,8.0,56.0,56.0,1031473.0,208079.0,6209.0,8297.0,19003.0,14556.0,40225.0,5983.0,24,0
3117,4.0,50.0,24.0,10280.0,20281.0,3521.0,2485.0,6365.0,13179.0,8280.0,4555.0,31,1
12129,4.0,24.0,64.0,106928.0,49819.0,4555.0,9962.0,904.0,4753.0,4615.0,424.0,24,0
10640,2.0,50.0,64.0,709821.0,89964.0,36341.0,31105.0,25254.0,15021.0,22808.0,7758.0,25,1
9768,5.0,26.0,90.0,325209.0,69913.0,87294.0,57375.0,29327.0,11965.0,19426.0,18984.0,25,1
3762,9.0,41.0,93.0,8999.0,6389.0,10593.0,3711.0,5995.0,25207.0,10010.0,1359.0,31,1
213,1.0,47.0,57.0,1020271.0,64421.0,22536.0,17636.0,8987.0,14004.0,19858.0,4234.0,25,1
778,5.0,38.0,53.0,1859121.0,782574.0,78137.0,40380.0,60450.0,38941.0,73989.0,26757.0,25,1
3496,7.0,60.0,53.0,1779.0,11768.0,5566.0,3992.0,3111.0,9701.0,7841.0,5675.0,31,1
11291,7.0,56.0,44.0,736715.0,141335.0,19880.0,17192.0,12204.0,17568.0,5778.0,5484.0,25,1
2043,5.0,74.0,44.0,120203.0,15605.0,2281.0,1619.0,3221.0,3697.0,594.0,625.0,24,1
8920,9.0,0.0,0.0,355531.0,305004.0,30518.0,51600.0,22733.0,32555.0,19185.0,14902.0,24,1
5420,1.0,40.0,66.0,11151.0,33881.0,8899.0,19256.0,3949.0,5460.0,5815.0,7964.0,24,1
6154,7.0,57.0,41.0,11756.0,12014.0,1129.0,2189.0,5188.0,4294.0,4018.0,3653.0,24,1
9759,5.0,24.0,44.0,717043.0,72643.0,23809.0,45613.0,15260.0,14679.0,12838.0,4349.0,25,1
8357,4.0,0.0,0.0,1327675.0,280953.0,64241.0,48035.0,97748.0,346215.0,131482.0,62815.0,24,1
11678,0.0,29.0,38.0,625970.0,915784.0,166141.0,92297.0,18697.0,68087.0,82058.0,4230.0,24,0
10205,9.0,54.0,53.0,348499.0,20131.0,2997.0,8935.0,11408.0,31150.0,13095.0,17506.0,25,1
8465,5.0,0.0,0.0,1406186.0,185733.0,20172.0,80635.0,161096.0,262364.0,180133.0,147388.0,24,1
4167,2.0,88.0,66.0,1658532.0,214549.0,72213.0,35501.0,9286.0,50854.0,11859.0,6926.0,28,0
3788,9.0,30.0,66.0,9029.0,14665.0,2489.0,11057.0,2911.0,7563.0,1745.0,4265.0,31,1
8586,6.0,0.0,0.0,271954.0,296273.0,11746.0,54054.0,6233.0,36135.0,32519.0,18278.0,24,1
583,4.0,27.0,47.0,1134599.0,107714.0,11929.0,17475.0,17282.0,16737.0,48179.0,20355.0,25,1
12696,9.0,56.0,56.0,469669.0,24159.0,12265.0,3305.0,2846.0,51955.0,3119.0,840.0,24,0
12791,9.0,35.0,44.0,659454.0,37006.0,15911.0,14511.0,4991.0,8291.0,5112.0,1424.0,24,0
116,0.0,26.0,75.0,2723077.0,269807.0,36989.0,182983.0,75587.0,38358.0,50226.0,26529.0,25,1
6644,1.0,27.0,43.0,1919225.0,1033346.0,579099.0,28979.0,55287.0,61630.0,37868.0,19741.0,24,1
11556,0.0,60.0,67.0,526675.0,165445.0,49914.0,33027.0,3982.0,15154.0,21753.0,1868.0,24,0
12746,9.0,51.0,54.0,137459.0,17989.0,7756.0,9714.0,8155.0,5975.0,2229.0,1093.0,24,0
12516,7.0,26.0,37.0,736975.0,110448.0,9065.0,22105.0,17870.0,8698.0,7234.0,946.0,24,0
11465,9.0,41.0,40.0,637753.0,134449.0,70624.0,15194.0,23700.0,23409.0,19713.0,8014.0,25,1
8712,7.0,0.0,0.0,1278055.0,150566.0,31236.0,97516.0,33993.0,264984.0,151991.0,99971.0,24,1
1763,3.0,8.0,10.0,1009936.0,607399.0,148463.0,41248.0,52829.0,92031.0,15930.0,12088.0,24,1
1875,4.0,38.0,84.0,109276.0,141884.0,40291.0,5259.0,4362.0,4595.0,1273.0,553.0,24,1
10445,1.0,67.0,77.0,1468354.0,102769.0,13838.0,7727.0,7824.0,19097.0,15543.0,5738.0,25,1
3224,4.0,54.0,77.0,6815.0,11387.0,2692.0,19679.0,20129.0,12015.0,11869.0,5108.0,31,1
526,3.0,63.0,48.0,453721.0,61310.0,17623.0,34028.0,13738.0,45237.0,22773.0,14781.0,25,1
7725,0.0,0.0,0.0,90315.0,14564.0,340.0,1543.0,6669.0,2185.0,2643.0,3329.0,24,1
2946,2.0,51.0,77.0,16227.0,9261.0,1482.0,12947.0,8532.0,5299.0,3025.0,2784.0,31,1
4473,4.0,29.0,44.0,1672425.0,194887.0,22224.0,31178.0,18731.0,7989.0,7363.0,2450.0,28,0
5655,3.0,50.0,44.0,477050.0,28247.0,9455.0,11372.0,10434.0,7369.0,3077.0,4069.0,24,1
8884,9.0,0.0,0.0,655171.0,41645.0,16456.0,14296.0,12067.0,37863.0,19479.0,18133.0,24,1
6059,6.0,35.0,51.0,853941.0,63690.0,5587.0,12497.0,14952.0,4419.0,2732.0,2925.0,24,1
959,7.0,44.0,54.0,443170.0,38441.0,13524.0,53837.0,30663.0,39367.0,50454.0,34119.0,25,1
6342,9.0,51.0,40.0,30101.0,15546.0,5299.0,3956.0,10381.0,7946.0,2966.0,2031.0,24,1
3633,8.0,63.0,47.0,2990.0,7834.0,4128.0,4836.0,7754.0,5091.0,3736.0,3429.0,31,1
1050,8.0,26.0,56.0,265182.0,18612.0,5095.0,4591.0,7523.0,7198.0,13869.0,4373.0,25,1
8782,8.0,0.0,0.0,1795254.0,572760.0,380331.0,88053.0,42221.0,140926.0,61087.0,69953.0,24,1
8711,7.0,0.0,0.0,148586.0,63896.0,34266.0,6502.0,17876.0,78709.0,93397.0,35220.0,24,1
3380,6.0,66.0,60.0,8509.0,3408.0,5335.0,1140.0,4344.0,6798.0,2499.0,2231.0,31,1
3676,8.0,53.0,77.0,4251.0,10282.0,9843.0,2877.0,5703.0,3762.0,2602.0,2483.0,31,1
5776,4.0,80.0,88.0,4599.0,11725.0,1520.0,7916.0,9120.0,2809.0,3068.0,1828.0,24,1
11572,0.0,54.0,60.0,942295.0,85253.0,9581.0,28089.0,15136.0,28610.0,34752.0,1674.0,24,0
6573,0.0,53.0,26.0,42102.0,25215.0,3823.0,4673.0,976.0,5270.0,2536.0,192.0,24,1
5179,0.0,21.0,40.0,568271.0,286558.0,17619.0,16221.0,57223.0,43013.0,18758.0,13533.0,24,1
1607,2.0,48.0,43.0,166492.0,30924.0,12665.0,4149.0,11259.0,9751.0,813.0,1008.0,24,1
3610,8.0,63.0,37.0,12822.0,11701.0,1098.0,3017.0,2685.0,5467.0,1937.0,1906.0,31,1
12503,7.0,8.0,14.0,154842.0,104240.0,2200.0,6840.0,6138.0,10291.0,9212.0,2194.0,24,0
6635,1.0,84.0,48.0,674676.0,213617.0,73541.0,22511.0,28719.0,19805.0,5614.0,6637.0,24,1
12808,9.0,60.0,29.0,680989.0,154296.0,40068.0,39122.0,10966.0,26975.0,20427.0,2024.0,24,0
10001,7.0,44.0,29.0,267542.0,153944.0,38885.0,20233.0,10337.0,37643.0,36099.0,23329.0,25,1
791,6.0,35.0,66.0,882431.0,233801.0,102919.0,41130.0,39602.0,23640.0,24558.0,24258.0,25,1
8984,9.0,0.0,0.0,792104.0,64156.0,35013.0,29191.0,26110.0,13556.0,14458.0,21027.0,24,1
3056,3.0,64.0,64.0,9958.0,5569.0,2869.0,3798.0,2815.0,4211.0,1339.0,1895.0,31,1
10047,8.0,51.0,43.0,125015.0,109954.0,36561.0,20024.0,15783.0,28667.0,15453.0,19764.0,25,1
1980,5.0,60.0,69.0,1194935.0,295605.0,66054.0,42527.0,62873.0,12165.0,5370.0,4869.0,24,1
3598,8.0,44.0,64.0,5349.0,10309.0,3453.0,6251.0,5055.0,6827.0,3423.0,3075.0,31,1
933,7.0,50.0,40.0,39344.0,24118.0,4335.0,20364.0,21614.0,27040.0,58704.0,26337.0,25,1
7424,7.0,47.0,74.0,272494.0,131414.0,15319.0,17878.0,10751.0,6088.0,1852.0,851.0,24,1
5626,3.0,38.0,64.0,5444.0,9751.0,2127.0,4308.0,3061.0,3687.0,2578.0,2038.0,24,1
1682,3.0,13.0,48.0,163925.0,3354.0,11530.0,7909.0,11803.0,3206.0,1858.0,285.0,24,1
4179,2.0,74.0,57.0,1969264.0,146421.0,97569.0,38084.0,32177.0,45113.0,5559.0,12408.0,28,0
6446,9.0,37.0,43.0,102894.0,68868.0,1744.0,4214.0,3350.0,3292.0,1525.0,750.0,24,1
4116,1.0,64.0,40.0,206630.0,51189.0,20023.0,5163.0,9199.0,7600.0,7691.0,6989.0,28,0
988,7.0,1.0,56.0,82469.0,14014.0,966.0,1322.0,345.0,648.0,1227.0,801.0,25,1
2896,2.0,80.0,69.0,18745.0,8057.0,3216.0,5096.0,3721.0,11581.0,2195.0,1676.0,31,1
3778,9.0,35.0,74.0,10232.0,18484.0,1366.0,6841.0,8400.0,4495.0,3402.0,1493.0,31,1
5658,3.0,43.0,17.0,468403.0,360067.0,28896.0,4378.0,39670.0,32925.0,28735.0,14213.0,24,1
3093,4.0,69.0,63.0,7967.0,1074.0,4797.0,17916.0,4434.0,20205.0,23950.0,12341.0,31,1
3155,4.0,75.0,53.0,2861.0,14083.0,3509.0,12842.0,19069.0,25155.0,11143.0,5928.0,31,1
1823,4.0,78.0,67.0,140339.0,23076.0,3473.0,6712.0,4443.0,3734.0,1314.0,633.0,24,1
12334,5.0,80.0,61.0,2280312.0,262667.0,56060.0,42014.0,16203.0,145650.0,90467.0,36895.0,24,0
1098,8.0,63.0,54.0,123754.0,12873.0,2323.0,4504.0,721.0,5264.0,7954.0,3229.0,25,1
10396,0.0,60.0,56.0,409111.0,46151.0,32496.0,26492.0,8264.0,7607.0,9614.0,6636.0,25,1
2844,2.0,80.0,51.0,8166.0,15383.0,2148.0,2028.0,5249.0,7276.0,1449.0,2066.0,31,1
9078,0.0,75.0,61.0,229929.0,26771.0,13134.0,21910.0,26442.0,19778.0,8979.0,18626.0,25,1
3342,5.0,77.0,50.0,16785.0,9373.0,4092.0,7789.0,8994.0,9256.0,23520.0,13301.0,31,1
38,0.0,57.0,50.0,48448.0,6377.0,2890.0,4667.0,4016.0,10351.0,9810.0,2278.0,25,1
6540,0.0,63.0,60.0,571598.0,65959.0,16700.0,21697.0,3657.0,8602.0,4774.0,957.0,24,1
11977,3.0,35.0,69.0,145532.0,21955.0,16437.0,8084.0,6309.0,5891.0,3591.0,576.0,24,0
8707,7.0,0.0,0.0,200443.0,74176.0,19215.0,11510.0,6080.0,90178.0,61356.0,30353.0,24,1
3356,6.0,44.0,61.0,10341.0,12296.0,3545.0,4944.0,4478.0,3534.0,3256.0,1477.0,31,1
9645,4.0,75.0,70.0,352881.0,14083.0,41390.0,12818.0,7656.0,21364.0,7090.0,4152.0,25,1
10698,3.0,38.0,41.0,667418.0,286200.0,24123.0,9763.0,17285.0,42865.0,21965.0,9969.0,25,1
7813,0.0,0.0,0.0,18190.0,66182.0,582.0,2076.0,10044.0,5285.0,3071.0,2300.0,24,1
9098,0.0,23.0,43.0,265586.0,45035.0,7026.0,521.0,1223.0,1804.0,2248.0,1109.0,25,1
8220,3.0,0.0,0.0,1166364.0,474854.0,293521.0,471019.0,128501.0,959929.0,415978.0,281948.0,24,1
11820,1.0,77.0,43.0,3353519.0,123759.0,26948.0,33652.0,26425.0,18697.0,21934.0,1930.0,24,0
10699,3.0,57.0,43.0,28386.0,16526.0,7495.0,13050.0,6225.0,11128.0,9649.0,10946.0,25,1
2428,9.0,43.0,64.0,426931.0,85782.0,19188.0,6356.0,5614.0,5536.0,10582.0,14406.0,24,1
5043,9.0,24.0,10.0,364376.0,184928.0,5798.0,17276.0,3715.0,10551.0,9988.0,820.0,28,0
5346,1.0,50.0,53.0,666530.0,403683.0,16919.0,20480.0,22295.0,37732.0,13876.0,20886.0,24,1
8954,9.0,0.0,0.0,1280251.0,207300.0,300947.0,200956.0,263819.0,162552.0,51890.0,35896.0,24,1
4811,7.0,27.0,47.0,474827.0,131646.0,35240.0,10025.0,6946.0,3986.0,2787.0,2335.0,28,0
8476,5.0,0.0,0.0,16477.0,65044.0,2782.0,2718.0,17300.0,10715.0,2466.0,2275.0,24,1
686,5.0,54.0,4.0,481582.0,30265.0,1899.0,5758.0,915.0,4609.0,11704.0,2194.0,25,1
4799,7.0,29.0,43.0,1043758.0,94095.0,29909.0,2857.0,20408.0,3796.0,2814.0,2314.0,28,0
7437,7.0,48.0,51.0,321232.0,70693.0,14523.0,23758.0,3748.0,7927.0,5218.0,1688.0,24,1
2353,8.0,41.0,57.0,210143.0,166656.0,18410.0,23575.0,34412.0,14644.0,3337.0,5239.0,24,1
6353,9.0,40.0,61.0,338290.0,26042.0,2647.0,9133.0,1539.0,5379.0,1674.0,1502.0,24,1
4569,5.0,29.0,56.0,1415359.0,160566.0,35050.0,59714.0,12605.0,17348.0,12265.0,8885.0,28,0
8213,3.0,0.0,0.0,1371227.0,651534.0,7658.0,115792.0,25793.0,85077.0,61272.0,61883.0,24,1
2752,1.0,44.0,54.0,11226.0,15439.0,3460.0,1831.0,2744.0,7334.0,2663.0,2127.0,31,1
9077,0.0,87.0,56.0,7309.0,19168.0,12469.0,17508.0,11415.0,52343.0,11943.0,8499.0,25,1
8073,2.0,0.0,0.0,205126.0,181539.0,40842.0,33804.0,26819.0,442889.0,210932.0,82737.0,24,1
9109,0.0,63.0,48.0,36038.0,36461.0,1467.0,4770.0,27925.0,47144.0,26286.0,16552.0,25,1
1040,8.0,67.0,54.0,956183.0,340810.0,22633.0,41423.0,31629.0,40573.0,34044.0,30192.0,25,1
7491,8.0,21.0,63.0,1056555.0,165020.0,39600.0,26628.0,40136.0,19734.0,10173.0,4990.0,24,1
1265,0.0,64.0,61.0,19733.0,6188.0,5721.0,3919.0,14817.0,14038.0,4439.0,3570.0,24,1
11869,2.0,56.0,24.0,976951.0,116297.0,24070.0,6974.0,4390.0,20357.0,23284.0,1370.0,24,0
7059,4.0,23.0,27.0,88434.0,37539.0,3011.0,2411.0,2887.0,2257.0,959.0,178.0,24,1
277,1.0,66.0,41.0,535618.0,165093.0,1163.0,23931.0,25952.0,24230.0,47183.0,21174.0,25,1
5084,9.0,21.0,41.0,554465.0,1370031.0,199635.0,154510.0,73018.0,99121.0,45126.0,13573.0,28,0
10276,0.0,30.0,48.0,293670.0,503563.0,55117.0,19997.0,15257.0,41582.0,24183.0,12511.0,25,1
9437,3.0,8.0,35.0,175531.0,225884.0,12097.0,10588.0,4071.0,8574.0,7966.0,12409.0,25,1
2382,8.0,48.0,60.0,383530.0,75086.0,15187.0,38894.0,12355.0,9368.0,6093.0,2473.0,24,1
571,4.0,53.0,56.0,256069.0,71452.0,5904.0,4652.0,8847.0,15377.0,10268.0,4396.0,25,1
1435,1.0,54.0,83.0,682066.0,71885.0,46160.0,74770.0,30210.0,11935.0,6328.0,9331.0,24,1
9439,3.0,1.0,35.0,692961.0,181815.0,43579.0,15339.0,15096.0,14848.0,13771.0,4341.0,25,1
5352,1.0,47.0,23.0,761799.0,332526.0,18374.0,138504.0,39709.0,47999.0,34116.0,48312.0,24,1
10706,3.0,74.0,57.0,2109716.0,517427.0,34885.0,79790.0,24999.0,77462.0,29786.0,12308.0,25,1
5445,2.0,11.0,48.0,1317491.0,249759.0,36579.0,46514.0,34572.0,13152.0,11023.0,5078.0,24,1
1007,7.0,100.0,54.0,115466.0,33748.0,6086.0,16971.0,8778.0,30388.0,21260.0,21719.0,25,1
4543,5.0,69.0,61.0,9360.0,8977.0,19301.0,13364.0,7456.0,7192.0,6305.0,8930.0,28,0
11290,7.0,40.0,38.0,334780.0,18202.0,10566.0,8408.0,4952.0,4192.0,2712.0,1308.0,25,1
2064,6.0,27.0,56.0,338908.0,64811.0,11055.0,3891.0,9200.0,2360.0,847.0,1277.0,24,1
1136,8.0,35.0,60.0,108557.0,20055.0,2915.0,2808.0,2045.0,3989.0,5545.0,2442.0,25,1
9882,6.0,35.0,60.0,472139.0,64854.0,13800.0,3973.0,13937.0,10697.0,9973.0,5172.0,25,1
5343,1.0,57.0,74.0,45509.0,39490.0,54374.0,54006.0,83691.0,33521.0,11123.0,12791.0,24,1
10177,9.0,66.0,41.0,367622.0,82437.0,13654.0,2258.0,14244.0,37923.0,25258.0,21415.0,25,1
294,2.0,41.0,54.0,904196.0,152170.0,49441.0,27502.0,24169.0,36155.0,25897.0,33050.0,25,1
9739,5.0,47.0,63.0,1062588.0,86374.0,39078.0,18737.0,32136.0,54203.0,13050.0,38415.0,25,1
10204,9.0,51.0,56.0,28598.0,17455.0,34304.0,16376.0,14103.0,31432.0,14946.0,23920.0,25,1
8780,8.0,0.0,0.0,2716402.0,424629.0,22220.0,102568.0,84288.0,96689.0,56765.0,44779.0,24,1
2403,8.0,57.0,69.0,27779.0,48641.0,18467.0,45513.0,14669.0,13067.0,3819.0,6511.0,24,1
10321,0.0,57.0,35.0,1563694.0,63668.0,15189.0,19358.0,40011.0,19858.0,30034.0,7601.0,25,1
3998,1.0,57.0,41.0,1540492.0,169476.0,96276.0,77787.0,8094.0,21787.0,10360.0,11268.0,28,0
11947,2.0,27.0,78.0,151132.0,12694.0,2397.0,4615.0,2237.0,1811.0,2866.0,807.0,24,0
3741,9.0,41.0,50.0,8605.0,10251.0,9825.0,2922.0,4521.0,3098.0,1482.0,1401.0,31,1
11815,1.0,37.0,37.0,12589.0,25040.0,10288.0,5026.0,3984.0,17010.0,919.0,1309.0,24,0
2719,1.0,54.0,35.0,26235.0,16410.0,14621.0,14403.0,4057.0,7225.0,8782.0,5659.0,31,1
11789,1.0,21.0,57.0,1063950.0,27423.0,25240.0,9815.0,7836.0,20941.0,2240.0,993.0,24,0
5150,9.0,21.0,29.0,1430356.0,237545.0,24100.0,26983.0,21092.0,26359.0,6712.0,7397.0,28,0
2808,1.0,56.0,38.0,47805.0,35319.0,3748.0,2480.0,6447.0,7287.0,4449.0,2774.0,31,1
9017,0.0,48.0,37.0,147241.0,67803.0,8119.0,38630.0,21053.0,35345.0,16258.0,32463.0,25,1
556,4.0,30.0,41.0,710274.0,35876.0,11058.0,2839.0,7830.0,24611.0,29880.0,3285.0,25,1
11423,8.0,1.0,30.0,1003591.0,310022.0,29733.0,29640.0,19265.0,6765.0,2941.0,1385.0,25,1
4795,7.0,29.0,64.0,1669557.0,591330.0,142146.0,142907.0,94263.0,67468.0,48972.0,7512.0,28,0
2469,9.0,66.0,53.0,75945.0,159821.0,2499.0,7077.0,16609.0,10811.0,2473.0,3532.0,24,1
3738,9.0,50.0,17.0,1848.0,2873.0,1828.0,2122.0,7740.0,6022.0,1649.0,1229.0,31,1
4286,3.0,0.0,0.0,70309.0,26617.0,545.0,6267.0,443.0,12337.0,431.0,199.0,28,0
9908,7.0,41.0,51.0,343117.0,139456.0,36958.0,47649.0,14813.0,22345.0,44209.0,14004.0,25,1
2604,0.0,63.0,51.0,14452.0,20670.0,3440.0,4046.0,3219.0,4523.0,1012.0,1995.0,31,1
362,2.0,41.0,63.0,969095.0,109319.0,67826.0,9271.0,25169.0,18639.0,56071.0,13789.0,25,1
6924,3.0,26.0,63.0,292598.0,79069.0,32690.0,5714.0,9906.0,6292.0,2565.0,2500.0,24,1
1704,3.0,20.0,40.0,864476.0,247878.0,184132.0,34152.0,23979.0,30449.0,17655.0,5344.0,24,1
2139,6.0,38.0,69.0,266653.0,105050.0,36348.0,5066.0,33259.0,7459.0,2994.0,4268.0,24,1
3239,5.0,57.0,60.0,171693.0,62425.0,10124.0,10172.0,3852.0,7350.0,5256.0,1774.0,31,1
2383,8.0,40.0,64.0,396165.0,70248.0,13522.0,5590.0,6516.0,4037.0,1237.0,951.0,24,1
7314,6.0,35.0,63.0,894633.0,251306.0,91174.0,36870.0,37900.0,12138.0,11072.0,2533.0,24,1
4311,3.0,0.0,0.0,15718.0,3985.0,261.0,667.0,875.0,19383.0,414.0,187.0,28,0
9477,3.0,11.0,66.0,1607943.0,267036.0,69533.0,39026.0,17236.0,51843.0,33630.0,19680.0,25,1
1312,0.0,43.0,77.0,380318.0,235081.0,71868.0,56196.0,33113.0,10307.0,4915.0,1542.0,24,1
12071,3.0,24.0,61.0,712624.0,57080.0,7460.0,36825.0,2934.0,21978.0,10767.0,820.0,24,0
3930,0.0,29.0,53.0,79790.0,50330.0,1252.0,3620.0,1916.0,2697.0,1852.0,274.0,28,0
6183,7.0,21.0,53.0,54541.0,8997.0,6443.0,13574.0,5434.0,3430.0,3154.0,2348.0,24,1
1591,2.0,29.0,27.0,794419.0,365220.0,125049.0,61402.0,34141.0,28472.0,7571.0,11410.0,24,1
12023,3.0,41.0,64.0,1987958.0,246049.0,205407.0,140696.0,51982.0,45854.0,73864.0,11666.0,24,0
2162,6.0,53.0,66.0,2146748.0,67728.0,23070.0,14206.0,16483.0,9252.0,4538.0,2615.0,24,1
2396,8.0,50.0,63.0,636959.0,154509.0,33959.0,9238.0,4543.0,6105.0,4324.0,1359.0,24,1
317,2.0,44.0,51.0,517832.0,190650.0,30935.0,12342.0,40893.0,31471.0,40762.0,16228.0,25,1
9516,4.0,30.0,47.0,698427.0,16510.0,7648.0,2527.0,4142.0,5111.0,2816.0,2730.0,25,1
5233,0.0,29.0,50.0,11388.0,14631.0,11350.0,15321.0,11063.0,12869.0,10760.0,4158.0,24,1
5068,9.0,30.0,66.0,2219252.0,139041.0,51922.0,24827.0,103591.0,16771.0,13252.0,7043.0,28,0
4036,1.0,75.0,43.0,553527.0,110851.0,14488.0,1255.0,28214.0,16303.0,5051.0,4216.0,28,0
8987,9.0,0.0,0.0,1093827.0,252836.0,176213.0,76830.0,106708.0,127177.0,109427.0,104078.0,24,1
3020,3.0,61.0,17.0,3434.0,16285.0,1557.0,2700.0,2232.0,4486.0,1558.0,1231.0,31,1
9903,7.0,24.0,29.0,353088.0,67244.0,7230.0,9425.0,6902.0,11000.0,7893.0,8886.0,25,1
8228,3.0,0.0,0.0,639032.0,1254936.0,248556.0,162702.0,728671.0,532040.0,683845.0,695479.0,24,1
9105,0.0,70.0,11.0,27253.0,3779.0,497.0,3538.0,15703.0,49322.0,30432.0,15796.0,25,1
5295,0.0,67.0,61.0,252194.0,46619.0,8177.0,6247.0,25371.0,16278.0,10558.0,6982.0,24,1
3972,0.0,29.0,27.0,683382.0,110354.0,12802.0,13328.0,9369.0,19581.0,9875.0,1309.0,28,0
5370,1.0,24.0,41.0,1063340.0,229201.0,34020.0,18691.0,8255.0,15718.0,14535.0,3925.0,24,1
4133,2.0,48.0,50.0,193398.0,68798.0,7238.0,4330.0,2864.0,2478.0,554.0,1157.0,28,0
974,7.0,78.0,56.0,397783.0,53307.0,18455.0,37107.0,16107.0,35927.0,39307.0,17241.0,25,1
